Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,External Data Reference,Distribution Channel,User Language,Browser Meta Info - Browser,Browser Meta Info - Version,Browser Meta Info - Operating System,Browser Meta Info - Resolution,"In order to continue to the experiment, you must consent to take part in the project",What is your first language?,What is your gender (optional)?,What is your age?,"Before you start, please confirm that you will be able to do the experiment in a quiet place without distractions, that you are holding your device in landscape (horizontal mode) if it is a mobile device, and that you can use both hands to respond. Please select both of the responses below to indicate that you are ready to start the experiment:",PROLIFIC_PID,STUDY_ID
10/08/2020 17:44,10/08/2020 17:49,IP Address,100,264,TRUE,10/08/2020 17:49,R_3I0iqHzEmXt9kNU,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,2560x1440,I consent to take part in the project on the basis set out above (Section A),English,Female,30,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5e18ca0eba65e719f09679ba,5f31291acb8aea5c9dee6dcf
10/08/2020 17:47,10/08/2020 17:49,IP Address,100,139,TRUE,10/08/2020 17:49,R_2R4zPwtspUr3ZQl,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Male,21,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f2d4939e1b8742bba60a1e4,5f31291acb8aea5c9dee6dcf
10/08/2020 17:45,10/08/2020 17:54,IP Address,100,544,TRUE,10/08/2020 17:54,R_9N9qVuMUwobQQaB,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,2560x1440,I consent to take part in the project on the basis set out above (Section A),English,Male,24,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ea5b7467bc3955b6bf0a1ca,5f31291acb8aea5c9dee6dcf
10/08/2020 17:57,10/08/2020 18:02,IP Address,100,311,TRUE,10/08/2020 18:02,R_NXwUXOGzSJapT9L,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 6.2,1600x900,I consent to take part in the project on the basis set out above (Section A),English,Male,34,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5e28e735ea776009d4d15c34,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:08,IP Address,100,38,TRUE,10/08/2020 18:08,R_PRsAxHRvtBT3lDP,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Male,26,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ebbf5e7aee67702ea450cf2,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:08,IP Address,100,36,TRUE,10/08/2020 18:08,R_2AL4rFjRW5R3GCu,,anonymous,EN-GB,Edge,84.0.522.52,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Female,31,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ed29ca1126970098589f622,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:08,IP Address,100,49,TRUE,10/08/2020 18:08,R_1OrTCczRYsHs1i7,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Male,29,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5846c387d2be990001174c6f,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:08,IP Address,100,58,TRUE,10/08/2020 18:08,R_1LZERC16DqQxUSw,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1920x1080,I consent to take part in the project on the basis set out above (Section A),English,Male,21,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f1487c186fcde504cfd70d7,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:08,IP Address,100,60,TRUE,10/08/2020 18:08,R_2anUBRNPytYYt5b,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1920x1080,I consent to take part in the project on the basis set out above (Section A),English,Male,18,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f0be5b2bc55e434486fad66,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:08,IP Address,100,59,TRUE,10/08/2020 18:08,R_1dzvhVrHiEgkIFw,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1920x1080,I consent to take part in the project on the basis set out above (Section A),English,Male,24,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ef67c10ab1a7e379bfbc42f,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:09,IP Address,100,90,TRUE,10/08/2020 18:09,R_1OiPDT2Ie7Epxgo,,anonymous,EN-GB,Firefox,79,Windows NT 10.0,1280x720,I consent to take part in the project on the basis set out above (Section A),English,Male,71,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5dcf0e94fce60605794da411,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:09,IP Address,100,88,TRUE,10/08/2020 18:09,R_BVSz0xnisZ3dUid,,anonymous,EN-GB,Chrome,79.0.3945.136,Android 10,360x800,I consent to take part in the project on the basis set out above (Section A),English,Female,33,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5cedb6b3dfb27200199626a0,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:09,IP Address,100,93,TRUE,10/08/2020 18:09,R_3PMhA8Z3GyBzMfU,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Female,24,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5e988374315d6f0a10bac638,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:09,IP Address,100,120,TRUE,10/08/2020 18:09,R_2uCYgYyaBHDNmGJ,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Male,20,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5edea84a36d2b814cfce6116,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:10,IP Address,100,131,TRUE,10/08/2020 18:10,R_2VkjiguMrElk2jS,,anonymous,EN-GB,Edge,84.0.522.52,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Female,27,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",59efd2b3d838ae000185123a,5f31291acb8aea5c9dee6dcf
10/08/2020 18:08,10/08/2020 18:10,IP Address,100,128,TRUE,10/08/2020 18:10,R_Y06IXi6xtPuBxEB,,anonymous,EN-GB,Chrome,81.0.4044.113,Windows NT 10.0,1536x864,I consent to take part in the project on the basis set out above (Section A),English,Male,19,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5e36f37bbdc067675450705f,5f31291acb8aea5c9dee6dcf
10/08/2020 18:07,10/08/2020 18:12,IP Address,100,275,TRUE,10/08/2020 18:12,R_22DnGkRy5x0YtjY,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1536x864,I consent to take part in the project on the basis set out above (Section A),English,Male,26,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ca8f085685e370018b704b2,5f31291acb8aea5c9dee6dcf
10/08/2020 18:10,10/08/2020 18:15,IP Address,100,305,TRUE,10/08/2020 18:15,R_1d45lsAOPakjHVG,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 6.1,1024x768,I consent to take part in the project on the basis set out above (Section A),English,Female,29,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5deaac8dff7f711d9032fa94,5f31291acb8aea5c9dee6dcf
10/08/2020 18:10,10/08/2020 18:16,IP Address,100,345,TRUE,10/08/2020 18:16,R_3O6OG4pZwDLsq72,,anonymous,EN-GB,Firefox,79,Windows NT 10.0,1280x720,I consent to take part in the project on the basis set out above (Section A),English,Male,41,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f28854b5672311974ef3f3a,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:17,IP Address,100,50,TRUE,10/08/2020 18:17,R_1IGyjW1wjwkTStG,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1680x1050,I consent to take part in the project on the basis set out above (Section A),English,Female,33,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5afa5252672ea800010d97e6,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:17,IP Address,100,62,TRUE,10/08/2020 18:17,R_3iy8CH55T0wm80b,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1920x1080,I consent to take part in the project on the basis set out above (Section A),English,Female,44,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5dd03b1749f607128e66ca09,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:18,IP Address,100,113,TRUE,10/08/2020 18:18,R_tJsXWQSH3FQKHEB,,anonymous,EN-GB,Chrome,84.0.4147.89,Windows NT 10.0,1600x900,I consent to take part in the project on the basis set out above (Section A),English,Female,39,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5efff21045937e0f18c41b2e,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:18,IP Address,100,99,TRUE,10/08/2020 18:18,R_3rYf2ZkKX11tpRc,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,2560x1440,I consent to take part in the project on the basis set out above (Section A),English,Male,51,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ef3723b50bced0c4a711686,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:18,IP Address,100,115,TRUE,10/08/2020 18:18,R_2aWGcHb84o7CiMU,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,5760x1080,I consent to take part in the project on the basis set out above (Section A),English,Male,35,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5e7902515312ee4a99c22e53,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:19,IP Address,100,169,TRUE,10/08/2020 18:19,R_3syykDRLjQ9gWKO,,anonymous,EN-GB,Chrome,83.0.4103.97,Macintosh,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Female,19,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f0787e0905be01692f34950,5f31291acb8aea5c9dee6dcf
10/08/2020 18:17,10/08/2020 18:19,IP Address,100,143,TRUE,10/08/2020 18:19,R_2awXbIpTRkvqSJW,,anonymous,EN-GB,Chrome,84.0.4147.105,Linux x86_64,1920x1080,I consent to take part in the project on the basis set out above (Section A),English,Male,23,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f0f1c7ff1db6e0683cda086,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:20,IP Address,100,212,TRUE,10/08/2020 18:20,R_3sdlHQis95cyUke,,anonymous,EN-GB,Firefox,79,Windows NT 6.3,1440x900,I consent to take part in the project on the basis set out above (Section A),English,Male,40,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5c0da14d656168000159da7a,5f31291acb8aea5c9dee6dcf
10/08/2020 18:17,10/08/2020 18:20,IP Address,100,187,TRUE,10/08/2020 18:20,R_2b195D0mWSXQJsB,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1536x864,I consent to take part in the project on the basis set out above (Section A),English,Female,46,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5d8da90433afc60017fae3d3,5f31291acb8aea5c9dee6dcf
10/08/2020 18:18,10/08/2020 18:20,IP Address,100,155,TRUE,10/08/2020 18:20,R_1F98cusNdvdLl5H,,anonymous,EN-GB,Chrome,79.0.3945.136,Android 9,360x760,I consent to take part in the project on the basis set out above (Section A),English,Male,30,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f010ab6dd343a125d4bd704,5f31291acb8aea5c9dee6dcf
10/08/2020 18:17,10/08/2020 18:21,IP Address,100,240,TRUE,10/08/2020 18:21,R_3s7fRZSAmVNFdpn,,anonymous,EN-GB,Chrome,77.0.3865.92,Android 8.1.0,360x640,I consent to take part in the project on the basis set out above (Section A),English,Male,30,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f00ac0a5d96ff1cb9fc826b,5f31291acb8aea5c9dee6dcf
10/08/2020 18:20,10/08/2020 18:21,IP Address,100,67,TRUE,10/08/2020 18:21,R_AHDddaXnvjZGCuR,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Female,43,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5eda87309c985569eb4cb2e0,5f31291acb8aea5c9dee6dcf
10/08/2020 18:17,10/08/2020 18:22,IP Address,100,299,TRUE,10/08/2020 18:22,R_3P5jYDbfc3umIC3,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1536x864,I consent to take part in the project on the basis set out above (Section A),English,Female,19,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f2dcc2ab5f3f20f53df3a4d,5f31291acb8aea5c9dee6dcf
10/08/2020 18:18,10/08/2020 18:24,IP Address,100,345,TRUE,10/08/2020 18:24,R_efAStjYs1JKdP6p,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Male,34,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5cdc899d48d5f100195fafff,5f31291acb8aea5c9dee6dcf
10/08/2020 18:16,10/08/2020 18:24,IP Address,100,469,TRUE,10/08/2020 18:24,R_3EukjFIzmfqjhFM,,anonymous,EN-GB,Firefox,79,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Male,18,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f2dbe52314d560ef2ce0adb,5f31291acb8aea5c9dee6dcf
10/08/2020 18:31,10/08/2020 18:35,IP Address,100,214,TRUE,10/08/2020 18:35,R_12hDa0oEkP8MyN8,,anonymous,EN-GB,Chrome,47.0.2526.106,Windows NT 6.3,450x950,I consent to take part in the project on the basis set out above (Section A),English,Male,23,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5eef5cc0270c550c05faf0fe,5f31291acb8aea5c9dee6dcf
10/08/2020 18:43,10/08/2020 18:44,IP Address,100,96,TRUE,10/08/2020 18:44,R_2ZEMnpM57KjX6v7,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1920x1080,I consent to take part in the project on the basis set out above (Section A),English,Male,20,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5d30b98eb8f4a500193ce6c6,5f31291acb8aea5c9dee6dcf
10/08/2020 18:42,10/08/2020 18:47,IP Address,100,271,TRUE,10/08/2020 18:47,R_23X01BDlz6g1rn3,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1280x720,I consent to take part in the project on the basis set out above (Section A),English,Female,26,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f0452d558d1c26aa28f6d18,5f31291acb8aea5c9dee6dcf
10/08/2020 18:41,10/08/2020 18:47,IP Address,100,367,TRUE,10/08/2020 18:47,R_33dxExcrRuAEVq7,,anonymous,EN-GB,Firefox,79,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Male,45,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f1e827568c1bb862cb9f5bd,5f31291acb8aea5c9dee6dcf
10/08/2020 18:38,10/08/2020 18:56,IP Address,100,1061,TRUE,10/08/2020 18:56,R_sU4qJ6UCe9jRKs9,,anonymous,EN-GB,Chrome,82.0.4085.4,Windows NT 10.0,360x760,I consent to take part in the project on the basis set out above (Section A),English,Female,26,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ec799f7dab5741eaea37681,5f31291acb8aea5c9dee6dcf
10/08/2020 18:42,10/08/2020 18:56,IP Address,100,851,TRUE,10/08/2020 18:56,R_1rMNgu89NXMu1LL,,anonymous,EN-GB,Chrome,81.0.4044.138,Android 10,393x851,I consent to take part in the project on the basis set out above (Section A),English,Male,30,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5f10f17a01b48a42592fd0ec,5f31291acb8aea5c9dee6dcf
10/08/2020 19:01,10/08/2020 19:02,IP Address,100,80,TRUE,10/08/2020 19:02,R_3fUesgUxF1EszWJ,,anonymous,EN-GB,Chrome,84.0.4147.105,Macintosh,1280x800,I consent to take part in the project on the basis set out above (Section A),English,Female,31,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5d544ce3be713b0001841f1e,5f31291acb8aea5c9dee6dcf
10/08/2020 18:54,10/08/2020 19:03,IP Address,100,569,TRUE,10/08/2020 19:03,R_1qUrGI5sjP24SCK,,anonymous,EN-GB,Chrome,84.0.4147.111,Android 6.0.1,360x640,I consent to take part in the project on the basis set out above (Section A),English,Male,40,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5edac97f977d9018109447a4,5f31291acb8aea5c9dee6dcf
10/08/2020 19:05,10/08/2020 19:07,IP Address,100,120,TRUE,10/08/2020 19:07,R_BMaFAVHRVa2MgBr,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 6.3,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Female,26,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5ec799f7dab5741eaea37681,5f31291acb8aea5c9dee6dcf
10/08/2020 19:15,10/08/2020 19:18,IP Address,100,223,TRUE,10/08/2020 19:18,R_2949lnCQMsfOoe7,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 10.0,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Female,30,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5efc7246abf5130132092e31,5f31291acb8aea5c9dee6dcf
10/08/2020 19:28,10/08/2020 19:29,IP Address,100,49,TRUE,10/08/2020 19:29,R_2wLgcQFyBMqkHCE,,anonymous,EN-GB,Chrome,84.0.4147.105,Windows NT 6.1,1366x768,I consent to take part in the project on the basis set out above (Section A),English,Male,27,"I am in a quiet place without distractions, and I am either on a PC or laptop or on a mobile device that I am holding in landscape mode. I can use both hands to respond.,I do not have any more questions about the experiment.",5da8768c2a921500145c6a0d,5f31291acb8aea5c9dee6dcf
